sex,types,level,birthday,following,fans,view,likes,album,article,video,audio
保密,-1,6.0,02-16,459,3694,7451.0,8613.0,21,0,3,0
保密,-1,4.0,11-11,10,467,14611.0,209.0,0,0,33,0
女,-1,5.0,02-01,68,6490,392859.0,5410.0,6,0,19,0
保密,-1,6.0,04-20,297,8,114.0,7.0,0,0,1,0
保密,-1,5.0,01-01,852,35,2634.0,8.0,2,0,1,0
男,-1,6.0,05-17,162,495,79774.0,231.0,6,0,163,0
男,-1,5.0,01-01,71,108,227678.0,222.0,0,1,23,0
保密,-1,5.0,07-19,21,4,1543.0,2.0,0,0,4,0
保密,-1,5.0,03-26,16,10,782.0,47.0,0,0,2,0
保密,-1,6.0,04-01,473,12817,1354059.0,103855.0,281,15,152,0
女,-1,6.0,03-19,29,3776,232922.0,6151.0,6,0,12,1
男,-1,5.0,09-30,258,26,7550.0,39.0,0,0,1,0
男,-1,5.0,09-13,113,13,26621.0,39.0,0,0,2,0
女,-1,5.0,10-12,31,2,3544.0,36.0,0,0,4,0
保密,-1,5.0,02-18,82,16,1913.0,73.0,37,4,2,0
保密,-1,5.0,01-01,80,429,83595.0,120.0,1,0,32,0
保密,-1,5.0,01-01,85,2720,187259.0,1377.0,0,0,0,0
保密,-1,5.0,12-29,138,29,36.0,13.0,4,0,1,0
男,-1,6.0,11-01,32,25,15759.0,59.0,0,0,3,0
保密,-1,3.0,01-01,4,11,44441.0,36.0,0,0,21,0
保密,-1,5.0,09-03,168,356,160383.0,220.0,0,0,0,0
男,-1,5.0,04-09,46,5,56.0,8.0,0,0,0,0
男,-1,6.0,10-09,15,13264,1499848.0,21979.0,21,0,50,0
保密,-1,6.0,01-01,93,9271,827686.0,2167.0,0,0,22,0
男,-1,5.0,11-23,82,40,5167.0,12.0,0,0,4,0
男,-1,5.0,08-22,34,9,1172.0,1.0,1,0,0,0
男,-1,6.0,09-03,281,255,630732.0,941.0,0,0,4,0
男,-1,5.0,12-23,212,66,10436.0,110.0,3,0,6,0
保密,-1,5.0,12-05,106,28,28292.0,162.0,0,0,1,0
保密,-1,5.0,03-01,56,55,16453.0,81.0,10,0,14,0
女,-1,5.0,10-06,1259,2075,57692.0,2864.0,11,0,2,0
男,-1,5.0,03-20,101,0,39.0,3.0,2,0,3,0
保密,-1,5.0,01-01,140,179,34008.0,174.0,1,0,22,0
保密,-1,6.0,04-20,69,12399,1363035.0,25216.0,1,1,161,0
保密,-1,5.0,01-01,112,13,9859.0,3.0,0,0,3,0
保密,-1,6.0,09-11,436,35,9928.0,107.0,8,0,6,0
保密,-1,4.0,01-01,30,16,24729.0,119.0,0,0,3,0
男,-1,6.0,12-02,148,1408,176781.0,4523.0,5,0,46,0
保密,-1,5.0,02-09,147,19,3339.0,5.0,1,0,1,0
男,-1,3.0,01-01,18,11,30083.0,49.0,0,0,13,0
男,-1,6.0,07-18,105,52,6200.0,10.0,0,0,2,0
男,-1,5.0,11-07,132,4,14790.0,48.0,2,0,2,0
男,0,6.0,01-01,698,135773,12054232.0,630235.0,793,2,115,0
保密,-1,6.0,06-26,181,22,304.0,78.0,8,4,3,0
保密,-1,6.0,07-14,193,29,23.0,3.0,3,0,1,0
男,-1,5.0,11-22,50,4,132.0,3.0,0,0,0,0
保密,-1,5.0,07-06,550,43,117.0,10.0,0,0,7,0
保密,-1,5.0,01-01,43,104,7483.0,119.0,0,0,5,0
男,-1,6.0,01-01,303,24,13566.0,81.0,10,1,4,0
女,-1,5.0,05-14,186,575,805632.0,17844.0,18,2,49,0
男,-1,5.0,03-09,48,26,1912.0,32.0,0,0,5,0
男,-1,5.0,06-23,55,7,256.0,9.0,0,0,4,0
保密,-1,5.0,01-03,466,52,970.0,40.0,0,0,4,0
保密,-1,5.0,05-08,139,101,710951.0,39.0,0,0,8,0
女,-1,5.0,08-09,61,1614,367266.0,2234.0,22,0,53,0
男,-1,6.0,07-29,345,122,109185.0,285.0,1,0,5,0
女,-1,5.0,03-13,115,7710,252696.0,13950.0,98,0,18,0
保密,-1,6.0,01-01,111,405,84332.0,396.0,0,0,10,0
保密,-1,5.0,08-20,88,10,7979.0,45.0,1,0,13,0
女,-1,5.0,04-27,402,1056,11866.0,298.0,0,0,1,0
保密,-1,5.0,03-10,58,12,18755.0,10.0,3,0,7,0
女,-1,5.0,08-27,171,27,578.0,17.0,4,0,2,0
男,-1,6.0,12-18,68,9,1087.0,2.0,0,0,5,0
男,-1,5.0,01-19,17,0,17.0,1.0,0,0,1,0
男,-1,6.0,12-12,864,246,11899.0,360.0,3,0,0,0
男,-1,5.0,06-10,84,6,2816.0,11.0,0,0,2,0
男,-1,4.0,03-18,171,9,30754.0,299.0,0,0,2,0
男,-1,5.0,09-30,123,58,165094.0,172.0,0,0,2,0
女,-1,5.0,06-29,44,78,2053.0,52.0,0,0,5,0
保密,-1,5.0,01-02,60,11,991.0,1.0,0,0,2,1
保密,-1,5.0,08-28,78,8,4542.0,22.0,0,0,5,0
女,-1,6.0,09-16,142,9,8879.0,120.0,1,0,3,0
保密,-1,5.0,01-19,164,95,14887.0,119.0,1,0,14,0
保密,-1,5.0,01-01,76,4,77.0,5.0,0,0,2,0
保密,-1,6.0,08-11,739,15,7646.0,15.0,1,0,1,0
保密,-1,5.0,12-18,109,9,2580.0,94.0,0,0,6,0
男,-1,5.0,01-01,318,32,203.0,1.0,0,0,2,0
女,-1,5.0,10-09,38,5,640.0,1.0,0,0,1,0
保密,-1,5.0,03-18,19,1355,306739.0,5341.0,34,7,149,0
男,-1,5.0,03-21,11,4606,385531.0,22064.0,0,0,18,0
保密,-1,5.0,01-01,202,40,88162.0,320.0,0,0,2,0
女,-1,6.0,03-16,199,73,7174.0,199.0,17,0,15,0
保密,-1,4.0,01-01,95,5,3659.0,4.0,0,0,2,0
保密,-1,5.0,01-01,92,0,89.0,3.0,0,0,1,0
保密,-1,5.0,01-01,270,0,1064.0,1.0,0,0,1,0
男,-1,5.0,12-30,377,3,1546.0,14.0,1,0,8,0
男,-1,5.0,02-21,95,195,361677.0,2618.0,0,0,3,0
男,-1,5.0,08-18,156,60,945.0,78.0,5,0,6,0
保密,-1,5.0,01-01,189,100,98600.0,117.0,2,0,9,0
男,-1,5.0,04-20,185,3102,840727.0,1904.0,8,0,75,0
男,-1,5.0,01-01,88,455,238143.0,81.0,0,0,21,0
男,-1,5.0,08-08,189,21,38896.0,368.0,0,0,0,0
女,-1,6.0,04-10,292,103,306.0,12.0,0,0,1,0
女,-1,6.0,01-01,19,12,10284.0,79.0,1,0,9,0
保密,-1,5.0,01-01,90,4,1180.0,6.0,0,0,1,0
男,-1,6.0,09-08,271,168,750266.0,1017.0,0,0,17,0
保密,-1,6.0,01-01,65,56332,15959409.0,737743.0,7,0,90,0
保密,-1,5.0,01-01,74,6,434.0,21.0,0,0,2,0
女,-1,5.0,01-23,70,277,159941.0,2343.0,0,0,26,0
保密,-1,5.0,01-01,225,22,11484.0,14.0,0,0,14,0
保密,-1,5.0,06-05,40,2451,1862.0,6.0,0,0,6,0
保密,-1,5.0,12-18,94,22,5701.0,4.0,3,0,0,0
女,-1,5.0,01-01,93,595,146430.0,377.0,0,0,12,0
女,-1,4.0,02-05,18,561,101000.0,116.0,0,0,15,0
保密,-1,5.0,10-06,119,4,8044.0,18.0,0,0,2,0
男,-1,5.0,01-24,132,40,28040.0,9.0,2,0,0,0
保密,-1,5.0,04-01,157,1503,208245.0,192.0,0,0,11,0
保密,-1,5.0,01-08,91,9,22013.0,11.0,0,0,4,0
男,-1,5.0,02-11,60,7,7340.0,3.0,0,0,5,0
保密,-1,5.0,10-19,90,8,54.0,6.0,0,0,2,0
男,-1,5.0,01-01,270,36,84422.0,275.0,0,3,2,0
保密,-1,5.0,06-12,276,3,201.0,5.0,1,0,1,0
保密,-1,6.0,01-01,21,121,30561.0,405.0,0,0,20,0
保密,-1,2.0,01-01,0,0,1962.0,5.0,0,0,1,0
女,-1,5.0,04-30,241,1,1562.0,32.0,0,0,8,0
男,-1,5.0,05-03,33,203,808.0,64.0,1,0,4,0
保密,-1,5.0,05-11,100,1850,35401.0,941.0,1,0,11,0
男,-1,5.0,06-08,386,64,4313.0,8.0,8,0,4,0
男,-1,5.0,01-01,17,6,9641.0,1.0,0,0,6,0
保密,-1,5.0,01-01,117,3,27.0,1.0,0,0,1,0
保密,-1,5.0,01-01,3,12,8353.0,80.0,0,0,6,0
保密,-1,5.0,01-01,162,1,933.0,1.0,0,0,1,0
女,-1,6.0,06-08,177,15,7010.0,197.0,1,0,2,0
保密,-1,6.0,01-01,160,5,2858.0,3.0,0,0,2,0
男,-1,6.0,03-08,54,11,311.0,4.0,0,0,1,0
男,-1,5.0,12-11,77,12,2098.0,6.0,0,0,1,0
保密,-1,5.0,01-01,59,8,262.0,1.0,0,0,1,0
女,-1,6.0,12-07,31,213,18699.0,1309.0,176,0,49,0
保密,-1,6.0,01-26,525,11,20742.0,26.0,0,0,5,0
男,-1,6.0,06-28,216,42,71620.0,9.0,3,0,4,0
女,-1,4.0,02-03,6,3956,2043766.0,5297.0,0,0,26,0
保密,-1,5.0,01-01,58,54,41530.0,41.0,0,0,12,0
男,-1,5.0,09-09,19,4898,397133.0,1773.0,0,0,0,0
男,-1,5.0,03-15,26,18528,2046846.0,32431.0,8,0,66,0
保密,-1,6.0,01-03,429,6,8894.0,121.0,0,0,1,0
保密,-1,6.0,08-18,56,255,446857.0,1327.0,0,0,14,0
保密,-1,5.0,01-12,31,2,881.0,3.0,0,0,2,0
男,-1,6.0,02-10,1981,143,16066.0,627.0,133,0,210,0
保密,-1,5.0,01-01,146,2,214.0,9.0,0,0,1,0
男,-1,6.0,01-01,49,18,37732.0,107.0,0,0,8,0
保密,-1,6.0,07-30,269,10,272.0,2.0,0,0,3,0
保密,-1,5.0,09-26,37,3,4657.0,47.0,0,0,15,0
女,-1,5.0,01-25,68,179,24345.0,36.0,0,0,3,0
女,-1,5.0,08-28,267,10,186.0,4.0,2,0,0,0
女,-1,5.0,01-11,41,160,44559.0,54.0,0,0,11,0
男,-1,5.0,11-08,263,105,8215.0,163.0,3,4,9,0
保密,-1,6.0,01-01,28,161,43469.0,164.0,0,1,6,0
男,-1,5.0,12-25,116,5,1731.0,8.0,0,0,2,0
保密,-1,5.0,06-02,167,27,1751.0,20.0,0,1,7,0
保密,-1,5.0,01-01,0,523,1459224.0,2458.0,0,0,2,0
保密,-1,5.0,01-01,330,31,7191.0,71.0,4,0,6,0
保密,-1,5.0,04-01,152,9,19913.0,7.0,2,0,8,0
男,-1,5.0,12-02,196,14,511.0,31.0,2,0,5,0
男,-1,5.0,01-01,28,9,6542.0,32.0,0,0,3,4
女,-1,5.0,10-01,104,1,710.0,6.0,0,0,2,0
女,-1,5.0,10-23,89,103,305548.0,829.0,0,0,28,0
保密,-1,5.0,04-19,143,23,30061.0,40.0,13,0,4,0
保密,-1,5.0,01-01,61,2,2045.0,4.0,0,0,3,0
保密,-1,6.0,01-01,777,6945,2069308.0,21720.0,150,0,1876,0
男,-1,6.0,12-27,64,43,42471.0,63.0,0,0,32,0
男,-1,6.0,03-29,842,10,196.0,11.0,0,0,1,0
保密,-1,4.0,01-01,9,80,27164.0,72.0,0,0,3,0
保密,-1,4.0,01-01,38,3,60.0,5.0,0,0,1,0
保密,-1,5.0,01-01,77,1,368.0,3.0,0,0,3,0
保密,-1,5.0,01-12,96,2,3073.0,1.0,3,0,1,0
男,-1,6.0,01-30,77,2,236.0,3.0,0,0,2,0
保密,-1,5.0,07-05,42,378,276934.0,456.0,0,0,26,0
男,-1,6.0,07-03,155,17,42404.0,1.0,0,0,0,0
保密,-1,5.0,06-29,200,13,5.0,1.0,0,0,0,0
男,-1,6.0,06-22,314,55,55.0,2.0,0,2,0,0
女,-1,6.0,11-12,31,15086,1339412.0,58978.0,33,0,18,0
保密,-1,6.0,06-10,122,468,473774.0,8349.0,0,0,2,0
女,-1,5.0,09-07,135,35,47813.0,147.0,0,0,5,0
男,-1,5.0,05-04,80,6,124.0,1.0,0,0,2,0
保密,-1,5.0,01-01,172,27,10546.0,47.0,2,0,1,0
男,-1,6.0,07-29,329,46,4282.0,16.0,19,1,3,0
保密,-1,5.0,01-01,21,3196,152055.0,1396.0,0,0,15,0
保密,-1,6.0,01-01,117,13336,2052631.0,18660.0,3,7,156,0
保密,-1,5.0,11-25,69,1,2580.0,3.0,0,0,30,0
男,-1,5.0,09-14,29,61,25115.0,43.0,0,0,2,0
保密,-1,5.0,01-01,46,2,432.0,1.0,0,0,1,0
保密,-1,5.0,07-31,76,45,54221.0,8.0,0,0,2,0
男,-1,5.0,01-01,20,8,12143.0,22.0,0,1,5,0
女,-1,5.0,06-18,385,4,3368.0,9.0,1,0,4,0
保密,-1,5.0,01-01,37,38,19683.0,239.0,9,0,48,0
女,-1,5.0,04-27,52,8,462.0,24.0,0,0,1,0
保密,-1,5.0,02-16,12,25,16850.0,33.0,0,0,15,0
女,-1,5.0,03-15,105,14,346.0,20.0,0,0,1,0
保密,-1,6.0,05-09,202,31,8392.0,25.0,5,0,1,0
男,-1,6.0,01-01,153,34,11450.0,105.0,0,0,5,0
保密,-1,4.0,01-01,112,6,34074.0,684.0,0,0,2,0
保密,-1,5.0,05-29,110,18,70.0,7.0,2,0,2,0
保密,-1,5.0,01-01,37,282,521376.0,6400.0,0,1,18,0
男,-1,5.0,04-30,51,1,2952.0,2.0,0,0,1,0
男,-1,5.0,12-07,106,188,206385.0,79.0,0,0,27,0
男,-1,5.0,10-31,140,14,1414.0,2.0,0,0,3,0
男,-1,5.0,08-12,151,10,106.0,18.0,0,0,1,0
保密,-1,6.0,01-25,38,15,3027.0,13.0,0,1,0,0
女,-1,5.0,01-01,84,393,123049.0,1741.0,6,1,36,2
保密,-1,5.0,01-01,111,67,20913.0,3.0,0,0,0,0
保密,-1,5.0,01-01,6,137,7837.0,161.0,0,5,8,0
男,-1,5.0,01-10,27,4,1673.0,7.0,0,0,3,0
保密,-1,5.0,01-01,48,3,46.0,1.0,0,0,1,0
保密,-1,5.0,01-01,23,7,5988.0,18.0,0,0,2,0
保密,-1,6.0,06-13,906,16473,1162051.0,154746.0,265,1,103,0
保密,-1,5.0,07-17,345,390,540443.0,1194.0,17,1,1,0
保密,-1,6.0,01-01,612,171,69786.0,319.0,0,2,40,0
男,-1,5.0,10-16,33,24,44797.0,53.0,1,0,10,0
男,-1,5.0,10-03,83,18,8482.0,4.0,0,0,7,0
保密,-1,3.0,05-01,36,19,11611.0,4.0,0,0,1,0
男,-1,5.0,11-10,72,1,2540.0,3.0,0,0,0,0
保密,-1,4.0,01-01,33,9,3.0,1.0,0,0,0,0
女,-1,5.0,09-29,74,115,1149.0,90.0,2,0,20,334
男,-1,6.0,06-14,334,21,3008.0,29.0,36,1,30,0
男,-1,5.0,10-20,163,10,40288.0,13.0,2,0,11,0
保密,-1,5.0,01-01,47,27,10979.0,88.0,0,0,14,0
保密,-1,5.0,01-01,12,18,5098.0,14.0,0,0,3,0
保密,-1,5.0,03-30,269,24,581.0,13.0,0,0,1,0
保密,-1,5.0,01-01,23,131,31036.0,8.0,0,0,7,0
男,-1,5.0,07-19,87,16,1411.0,1.0,0,0,0,0
保密,-1,5.0,07-09,307,13,1266.0,1.0,0,0,4,0
男,-1,5.0,06-21,221,2,1711.0,25.0,0,0,6,0
保密,-1,5.0,09-29,96,7,2498.0,5.0,0,0,4,0
男,-1,5.0,01-01,153,42,355478.0,1341.0,0,0,1,0
男,-1,6.0,10-07,528,33,2481.0,39.0,1,0,2,0
保密,-1,5.0,12-18,10,14,2274.0,121.0,0,0,5,0
女,-1,5.0,01-01,37,79,1595.0,1.0,0,0,1,0
保密,-1,5.0,11-11,96,18,28902.0,7.0,0,0,18,0
男,-1,6.0,12-25,335,9,1718.0,27.0,19,0,0,0
男,0,6.0,01-18,14,129947,48438792.0,507991.0,28,382,1182,0
男,-1,6.0,06-06,790,43,125192.0,59.0,0,0,6,0
女,0,6.0,05-19,159,2536763,79805322.0,6527595.0,110,3,184,118
保密,-1,5.0,02-14,30,33,9665.0,3.0,0,0,6,0
男,-1,5.0,03-25,211,24,1188.0,36.0,0,0,2,0
男,-1,6.0,05-28,247,16,763.0,28.0,0,0,3,0
保密,-1,6.0,01-06,158,24413,4010064.0,13083.0,63,0,228,0
保密,-1,5.0,01-01,47,49,6281.0,107.0,0,0,13,0
保密,-1,5.0,09-19,146,17,55926.0,8.0,0,0,7,0
女,-1,5.0,09-04,102,814,597758.0,474.0,0,0,17,0
保密,-1,6.0,01-01,57,26,21718.0,7.0,0,0,0,0
保密,-1,5.0,01-01,350,90,308.0,7.0,0,0,1,0
保密,-1,5.0,01-01,126,8,16240.0,134.0,0,0,21,0
保密,-1,5.0,01-11,218,4,71067.0,11.0,1,0,3,0
保密,-1,5.0,01-01,79,16,22019.0,92.0,1,0,2,0
女,-1,5.0,12-25,329,95,12603.0,128.0,1,1,1,0
男,-1,5.0,05-08,127,11,18325.0,75.0,0,0,5,0
保密,-1,5.0,01-01,133,1,181.0,12.0,0,0,3,0
保密,-1,5.0,11-26,126,175,77329.0,905.0,0,0,19,0
保密,-1,5.0,01-18,24,60,41275.0,163.0,0,0,6,0
保密,-1,5.0,01-01,397,0,15.0,2.0,0,0,0,0
保密,-1,5.0,01-01,93,10,3470.0,8.0,0,0,15,0
保密,-1,5.0,01-01,43,14,15048.0,17.0,0,0,3,0
男,-1,6.0,07-23,120,234,525343.0,966.0,0,0,1,0
女,-1,5.0,12-23,445,33,5956.0,5.0,6,0,2,0
男,-1,5.0,03-12,318,27,1577.0,53.0,0,0,7,0
男,-1,6.0,01-24,58,56,3284.0,22.0,0,0,5,0
女,-1,5.0,01-01,224,7,1911.0,1.0,1,0,0,0
男,-1,6.0,05-06,36,6676,2690101.0,67716.0,894,0,154,0
保密,-1,5.0,02-03,71,11,759.0,139.0,0,0,16,0
保密,-1,5.0,11-28,119,0,306.0,1.0,0,0,1,0
保密,-1,5.0,01-01,16,2,156.0,8.0,0,0,2,0
保密,-1,5.0,07-13,338,244,14055.0,78.0,0,0,6,0
男,-1,6.0,01-01,58,6571,145373.0,13897.0,30,144,275,0
女,-1,6.0,04-04,163,194,77177.0,478.0,7,0,4,0
男,-1,5.0,01-12,141,47,36409.0,296.0,7,0,128,0
男,-1,5.0,04-14,91,122,11304.0,76.0,0,0,12,0
保密,-1,5.0,10-25,159,6,16792.0,3.0,0,0,3,0
女,-1,5.0,11-08,472,155,2453.0,302.0,6,0,13,0
男,-1,5.0,01-01,57,13,5485.0,115.0,2,0,6,0
男,-1,5.0,02-28,194,3,2312.0,64.0,0,0,6,0
保密,-1,5.0,01-01,46,16,9983.0,15.0,0,0,41,0
保密,-1,4.0,10-23,19,7,10846.0,1.0,0,0,2,0
男,-1,6.0,12-16,12,10786,5842669.0,57397.0,54,0,756,0
保密,-1,5.0,06-15,127,173,42979.0,62.0,1,0,20,0
男,-1,5.0,09-30,13,7,11591.0,32.0,0,0,2,0
男,-1,4.0,08-24,59,125,28026.0,249.0,2,0,33,0
男,-1,5.0,08-18,94,38,12292.0,2.0,0,0,6,0
男,-1,5.0,03-15,173,64,105569.0,58.0,0,0,23,0
保密,-1,5.0,01-01,117,6,2695.0,2.0,0,0,2,0
男,-1,6.0,10-12,161,107,1074.0,6.0,2,0,0,0
男,-1,5.0,06-11,92,6,2744.0,28.0,0,0,9,0
保密,-1,5.0,01-01,312,13,1016.0,25.0,0,0,20,0
男,-1,5.0,12-02,102,38,30851.0,42.0,0,0,10,0
保密,-1,5.0,01-01,91,19,2223.0,101.0,0,0,2,0
保密,-1,5.0,12-06,115,30,933.0,10.0,0,0,4,0
保密,-1,5.0,12-29,368,65,41703.0,293.0,3,0,21,0
保密,-1,5.0,06-07,149,74,14618.0,12.0,0,0,9,0
保密,-1,5.0,01-01,67,31,5413.0,26.0,0,0,8,0
男,-1,6.0,11-02,167,8,34.0,4.0,0,0,1,0
男,-1,4.0,07-09,19,89,18373.0,828.0,0,0,11,0
男,-1,6.0,07-27,30,29,12.0,7.0,1,0,1,0
保密,-1,6.0,01-01,91,3,13686.0,30.0,0,0,16,0
保密,-1,5.0,01-25,0,28,36283.0,873.0,3,6,25,2
女,-1,5.0,11-28,112,13,5547.0,11.0,0,0,3,0
男,-1,5.0,08-20,89,21,1850.0,11.0,0,0,2,0
保密,-1,5.0,11-30,155,110,44917.0,353.0,0,0,1,0
男,-1,4.0,11-28,19,0,3683.0,45.0,0,0,7,0
男,-1,5.0,10-04,95,23,39192.0,6.0,1,0,5,0
保密,-1,6.0,03-02,92,140,31295.0,652.0,13,2,1,0
保密,-1,5.0,03-06,58,16,12391.0,182.0,0,0,2,0
男,-1,6.0,11-04,62,358,37269.0,663.0,6,0,71,0
女,-1,6.0,07-04,454,14113,371809.0,21604.0,131,0,17,0
男,0,6.0,05-05,118,1329283,46863318.0,3479482.0,431,4,386,0
保密,-1,5.0,07-25,61,13,51.0,3.0,1,0,0,0
保密,-1,5.0,10-11,35,3244,234045.0,3725.0,7,0,11,0
男,-1,5.0,01-01,3,26,18201.0,15.0,3,0,0,0
男,-1,6.0,08-28,172,169,9108.0,12.0,0,0,17,1
保密,-1,6.0,02-24,8,0,2244.0,2.0,0,0,17,0
男,-1,6.0,06-18,197,13,490.0,18.0,0,0,14,0
男,-1,5.0,09-21,795,675,288230.0,4477.0,127,0,115,0
保密,-1,5.0,06-11,30,204,73677.0,753.0,29,0,14,0
男,-1,3.0,01-01,46,48,2232.0,29.0,0,0,25,0
女,-1,5.0,08-09,151,0,1064.0,34.0,0,0,1,0
女,-1,5.0,05-11,16,6,4722.0,14.0,0,0,3,0
保密,-1,5.0,11-27,98,12,9859.0,84.0,14,0,27,0
女,-1,5.0,11-30,116,7,29940.0,313.0,0,0,1,0
保密,-1,5.0,07-14,99,1,59.0,1.0,2,0,1,0
保密,-1,5.0,01-01,458,20,7857.0,95.0,0,0,1,0
男,-1,6.0,12-25,271,263,32137.0,569.0,3,0,4,0
男,-1,6.0,11-10,176,10,15949.0,11.0,0,0,0,0
男,-1,5.0,03-30,52,12,9907.0,83.0,3,0,9,0
男,-1,5.0,05-10,19,1965,760632.0,10193.0,0,0,126,0
保密,-1,5.0,05-01,87,21,2886.0,51.0,0,0,8,0
男,-1,6.0,10-21,538,532,254703.0,19842.0,41,1,9,0
保密,-1,6.0,09-02,82,117,17931.0,390.0,2,0,15,0
保密,-1,5.0,01-26,51,83,10391.0,160.0,0,0,37,0
男,-1,5.0,02-03,190,202,29362.0,341.0,1,0,2,0
男,-1,5.0,04-03,40,73,33155.0,311.0,0,0,36,0
男,-1,5.0,09-01,10,2,37.0,3.0,0,0,1,0
男,-1,6.0,02-28,474,692,865306.0,20800.0,8,0,35,0
男,-1,6.0,01-01,232,5671,377245.0,3583.0,14,4,20,0
保密,-1,5.0,01-01,17,5,3422.0,10.0,0,0,2,0
保密,-1,4.0,02-20,23,17,24760.0,18.0,0,0,5,0
男,-1,6.0,02-16,151,1161,128885.0,3074.0,3,0,45,0
男,-1,6.0,07-18,593,9558,832.0,138.0,2,1,1,0
男,-1,5.0,03-24,41,15,3390.0,48.0,0,0,1,0
保密,-1,4.0,01-01,51,6,1648.0,1.0,0,0,1,0
男,-1,5.0,01-01,393,4,814.0,22.0,0,0,2,0
保密,-1,5.0,01-01,127,6,2991.0,28.0,0,0,6,0
男,-1,6.0,07-13,120,4419,117254.0,2562.0,6,0,15,0
保密,-1,5.0,05-28,81,302,72515.0,1448.0,6,0,20,0
男,-1,5.0,07-14,0,44,41231.0,44.0,0,0,3,0
女,-1,5.0,01-01,5,895,327788.0,544.0,0,0,25,0
女,-1,6.0,03-13,251,6,273.0,3.0,1,0,6,0
保密,-1,6.0,01-01,29,12,2822.0,105.0,0,0,4,0
保密,-1,5.0,01-01,80,43,33605.0,43.0,0,0,6,0
保密,-1,5.0,01-01,22,3592,308506.0,396.0,0,0,17,0
保密,-1,5.0,07-05,79,13,998.0,17.0,0,0,7,0
女,-1,6.0,03-03,145,15,5423.0,143.0,3,0,2,1
男,-1,5.0,02-28,144,145,19841.0,1616.0,2,1,12,0
女,-1,5.0,02-07,229,5,49.0,1.0,0,0,2,0
男,-1,6.0,03-31,748,415,75983.0,275.0,1,0,28,0
男,-1,5.0,01-01,111,17,1471.0,8.0,0,0,12,0
保密,-1,5.0,01-01,177,18,796.0,2.0,0,0,0,0
男,-1,6.0,03-25,53,923,336433.0,936.0,22,0,52,0
男,-1,5.0,06-11,71,8,7240.0,4.0,0,0,6,0
保密,-1,5.0,12-04,33,7,4.0,2.0,0,0,1,0
男,-1,6.0,09-14,160,72,28334.0,7.0,2,0,11,0
男,-1,5.0,06-24,32,51,7443.0,238.0,0,0,121,0
女,-1,5.0,01-01,191,89,77479.0,65.0,0,0,43,0
女,-1,6.0,05-12,1113,300,13148.0,754.0,0,0,73,0
保密,-1,5.0,01-01,17,13,6480.0,2.0,0,0,4,0
保密,-1,5.0,09-01,75,97,211658.0,12880.0,6,0,2,0
保密,-1,5.0,09-21,153,5,22986.0,207.0,0,0,6,0
女,-1,5.0,09-16,371,8,3145.0,5.0,0,0,0,0
女,-1,5.0,03-08,45,27,8345.0,31.0,0,0,4,0
女,-1,6.0,01-09,22,559,208476.0,10592.0,0,0,5,0
保密,-1,6.0,12-21,118,9,3785.0,28.0,1,0,6,0
男,-1,5.0,11-11,566,48,2.0,416.0,35,0,0,0
女,-1,5.0,01-01,77,3,195.0,10.0,0,0,2,0
保密,-1,5.0,01-01,97,6,856.0,9.0,0,0,4,0
男,-1,5.0,01-01,70,11,6858.0,14.0,1,0,5,0
男,-1,6.0,02-01,72,770,239990.0,354.0,0,0,6,0
男,-1,6.0,01-01,38,5135,609822.0,3757.0,5,1,77,6
女,-1,5.0,10-26,128,31,18109.0,4.0,1,0,2,0
男,-1,5.0,10-13,73,1,487.0,1.0,0,0,1,0
女,-1,4.0,11-13,23,9,2985.0,9.0,0,0,0,0
男,-1,5.0,05-02,49,3,4575.0,27.0,0,0,1,0
保密,-1,5.0,11-28,61,13,38243.0,32.0,0,0,6,0
男,-1,5.0,01-01,22,33,7011.0,38.0,1,0,6,0
女,-1,4.0,07-13,525,21,1590.0,66.0,0,0,3,0
保密,-1,6.0,01-13,279,3,7077.0,14.0,0,0,4,0
保密,-1,5.0,10-15,217,52,4627.0,127.0,2,0,10,0
男,-1,6.0,02-28,286,1450,311874.0,6357.0,99,0,174,0
保密,-1,5.0,08-11,209,6,3286.0,10.0,0,0,4,0
女,-1,5.0,01-01,195,106,13616.0,752.0,16,1,11,0
保密,-1,5.0,03-04,175,142,206167.0,130.0,0,0,6,0
男,-1,5.0,01-01,136,1,15727.0,3.0,0,0,4,0
保密,-1,3.0,01-01,6,0,81.0,1.0,0,0,1,0
男,-1,5.0,10-11,57,3,32.0,4.0,1,2,3,0
保密,-1,5.0,01-01,27,113,39.0,1.0,0,0,0,0
男,-1,6.0,09-19,21,2032,612255.0,694.0,7,0,86,0
保密,-1,5.0,04-20,523,4,7699.0,6.0,1,0,3,0
女,-1,5.0,03-08,205,52,3493.0,128.0,1,0,14,0
保密,-1,5.0,01-07,70,24,34315.0,115.0,0,0,15,0
保密,-1,5.0,01-01,59,1,100.0,2.0,1,0,5,0
女,-1,6.0,01-01,252,41,43.0,200.0,1,15,0,0
女,-1,5.0,10-09,47,139,250038.0,3434.0,0,0,3,0
保密,-1,6.0,01-01,41,583,13523.0,1278.0,34,0,57,0
女,-1,5.0,06-29,143,3,15.0,10.0,2,0,1,0
女,-1,5.0,01-01,16,708,201201.0,25.0,0,0,8,0
保密,-1,5.0,08-25,117,5,737.0,1.0,0,0,1,0
男,-1,5.0,01-22,171,8,1116.0,1.0,0,0,1,0
